Titre du poste,Entreprise,Ville,Secteur d'activité,Contrat proposé,Niveau d'étude,Expérience,Compétences techniques,Langues,Soft skills,Lien de l'offre
Carrières industrielles: opportunités à saisir chez COFAT Maroc à Kénitra,Non spécifié,Kénitra,Automobile,CDI,Bac+3,1 à 2 ans,Non spécifié,Non specifié,"Innovation, Leadership, Organisation, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/carrieres-industrielles-opportunites-a-saisir-chez-cofat-maroc-a-kenitra/
Sentury Tire Morocco recrute 16 techniciens et électriciens à Tanger,Sentury Tire Morocco,Tanger,Procédés,Stage,Bac+2,Non spécifié,Non spécifié,Non specifié,"Innovation, Polyvalence, Rigueur",https://www.dreamjob.ma/emploi/sentury-tire-morocco-recrute-16-techniciens-et-electriciens-a-tanger/
Postes de Techniciens Maintenance ouverts chez Aptiv Kénitra,Non spécifié,Kénitra,Automobile,CDI,Bac+2,Non spécifié,Automatisme,Non specifié,"Organisation, Résolution de problèmes",https://www.dreamjob.ma/emploi/postes-de-techniciens-maintenance-ouverts-chez-aptiv-kenitra/
Floquet Monopole recrute 2 Superviseurs de Production à Fès – Opportunité à saisir dès maintenant,Floquet Monopole,Fès,Automobile,Non spécifié,Bac+3,3 ans,"Lean, Lean manufacturing",Non specifié,"Leadership, Organisation, Résolution de problèmes",https://www.dreamjob.ma/emploi/floquet-monopole-recrute-2-superviseurs-de-production-a-fes-opportunite-a-saisir-des-maintenant/
"P PRIME recrute dès maintenant: 8 postes ouverts à Agadir, Larache et Tanger",P PRIME,Larache,Logistique,CDI,Bac+3,1 à 3 ans,"Autocad, ERP, Excel, Ms project, SAP","Français, Anglais","Autonomie, Communication, Leadership, Rigueur",https://www.dreamjob.ma/emploi/p-prime-recrute-des-maintenant-8-postes-ouverts-a-agadir-larache-et-tanger/
"Opportunités d’emploi chez Ciments de l’Atlas: RH, achats et plus",Non spécifié,Non spécifié,"Btp, Logistique",Non spécifié,Bac+2,3 à 5 ans,Excel,"Français, Anglais","Innovation, Réactivité",https://www.dreamjob.ma/emploi/opportunites-demploi-chez-ciments-de-latlas-rh-achats-et-plus/
Proma Industrie Kénitra recrute: plusieurs postes ouverts dans l’automobile,Proma Industrie Kénitra,Kénitra,Automobile,Stage,Bac+2,2 ans,"Automatisme, Robotique, SAP",Non specifié,"Communication, Organisation, Rigueur",https://www.dreamjob.ma/emploi/proma-industrie-kenitra-recrute-plusieurs-postes-ouverts-dans-lautomobile/
SCIF recrute en CDI: postes d’Acheteurs Projets ouverts,SCIF,Non spécifié,"Ferroviaire, Logistique",CDI,Non spécifié,1 ans,ERP,Anglais,"Communication, Organisation",https://www.dreamjob.ma/emploi/scif-recrute-en-cdi-postes-dacheteurs-projets-ouverts/
Airbus Atlantic Maroc recrute à Casablanca: 2 postes à saisir dès maintenant,Airbus Atlantic Maroc,Casablanca,"Automobile, Aéronautique, Logistique, Procédés",Non spécifié,Bac+2,3 ans,"Excel, SAP, VBA","Français, Anglais",Rigueur,https://www.dreamjob.ma/emploi/airbus-atlantic-maroc-recrute-a-casablanca-2-postes-a-saisir-des-maintenant/
Campagne de recrutement 2025: BTP CONSULTING recrute en masse dans le BTP,Campagne de recrutement 2025: BTP CONSULTING,Tétouan,Btp,CDI,Non spécifié,5 ans,Non spécifié,Non specifié,Innovation,https://www.dreamjob.ma/emploi/campagne-de-recrutement-2025-btp-consulting-recrute-en-masse-dans-le-btp/
Lear Morocco recrute: 4 postes stratégiques à pourvoir à Tanger et Meknès,Lear Morocco,Tanger,"Automobile, Logistique, Plasturgie",Anapec,Bac+2,4 ans,5S,"Français, Anglais",Communication,https://www.dreamjob.ma/emploi/lear-morocco-recrute-4-postes-strategiques-a-pourvoir-a-tanger-et-meknes/
Carrière dans l’industrie automobile: Adient embauche au Maroc,Non spécifié,Non spécifié,"Automobile, Procédés",Non spécifié,Bac+5,7 ans,"5S, Kaizen, Lean, Six sigma",Non specifié,"Communication, Innovation, Leadership",https://www.dreamjob.ma/emploi/carriere-dans-lindustrie-automobile-adient-embauche-au-maroc/
TotalEnergies recrute au Maroc: postes ouverts pour jeunes diplômés et experts,TotalEnergies,Non spécifié,"Logistique, Énergie",Non spécifié,Bac+4,2 ans,"Excel, SAP",Non specifié,"Communication, Créativité, Innovation, Organisation, Rigueur",https://www.dreamjob.ma/emploi/totalenergies-recrute-au-maroc-postes-ouverts-pour-jeunes-diplomes-et-experts/
Emplois industriels à Tanger: Bel recrute des profils techniques qualifiés,Emplois industriels à Tanger: Bel,Tanger,Agroalimentaire,CDI,Bac+2,3 ans,"Autocad, CAO","Français, Anglais","Communication, Innovation, Rigueur",https://www.dreamjob.ma/emploi/emplois-industriels-a-tanger-bel-recrute-des-profils-techniques-qualifies/
Offres d’emploi à Casablanca: intégrez Sulzer,Non spécifié,Casablanca,Non spécifié,Non spécifié,Bac+5,2 ans,"ERP, Lean","Français, Anglais, Arabe","Adaptabilité, Autonomie, Communication, Initiative, Innovation, Relationnel, Rigueur",https://www.dreamjob.ma/emploi/offres-demploi-a-casablanca-integrez-sulzer/
SABCA Maroc recrute: plus de six postes à pourvoir dans l’aéronautique,SABCA Maroc,Nouaceur,"Aéronautique, Logistique",Stage,Bac+2,3 ans,"Lean, Six sigma",Non specifié,Innovation,https://www.dreamjob.ma/emploi/sabca-maroc-recrute-plus-de-six-postes-a-pourvoir-dans-laeronautique/
Hirschmann Automotive recrute au Maroc: 6 postes ouverts à Kénitra et Oujda,Hirschmann Automotive,Kénitra,"Automobile, Logistique, Plasturgie",Stage,Bac+3,Non spécifié,ERP,"Français, Anglais","Communication, Innovation, Rigueur",https://www.dreamjob.ma/emploi/hirschmann-automotive-recrute-au-maroc-6-postes-ouverts-a-kenitra-et-oujda/
Industrie minière: des postes ouverts chez Aya Gold & Silver,Non spécifié,Non spécifié,Minier,CDI,Bac+5,6 ans,Non spécifié,Non specifié,"Adaptabilité, Communication, Organisation, Rigueur",https://www.dreamjob.ma/emploi/industrie-miniere-des-postes-ouverts-chez-aya-gold-silver/
Les Imprimeries du Matin recrutent Plusieurs Profils sur Casablanca,Non spécifié,Casablanca,"Agroalimentaire, Pharmaceutique, Procédés",Non spécifié,Bac+2,5 ans,"CAO, ERP, Lean",Anglais,"Autonome, Autonomie, Communication, Créativité, Flexibilité, Gestion de projet, Innovation, Leadership, Organisation, Proactivité, Relationnel, Rigueur, Résolution de problèmes, Travailler en équipe",https://www.dreamjob.ma/emploi/les-imprimeries-du-matin-recrutent-plusieurs-profils-sur-casablanca/
Eaton recrute au Maroc: 7 nouveaux postes à Casablanca et Tanger,Eaton,Casablanca,"Logistique, Énergie",Non spécifié,Non spécifié,Non spécifié,Lean,Français,Innovation,https://www.dreamjob.ma/emploi/eaton-recrute-au-maroc-7-nouveaux-postes-a-casablanca-et-tanger/
Opportunités d’emploi chez Hirschmann Automotive: 4 profils recherchés,Non spécifié,Non spécifié,"Automobile, Logistique, Procédés",Stage,Bac+3,3 ans,"5S, ERP, Excel, SAP","Français, Anglais","Adaptabilité, Autonomie, Communication, Créativité, Innovation, Leadership, Organisation, Rigueur",https://www.dreamjob.ma/emploi/opportunites-demploi-chez-hirschmann-automotive-4-profils-recherches/
Air Arabia recrute: techniciens et contrôleurs pour sa maintenance au Maroc,Air Arabia,Non spécifié,Aéronautique,Non spécifié,Bac+3,3 ans,Non spécifié,Anglais,"Flexibilité, Organisation, Rigueur",https://www.dreamjob.ma/emploi/air-arabia-recrute-techniciens-et-controleurs-pour-sa-maintenance-au-maroc/
Amendis recrute: de belles opportunités pour profils Bac+2 à Bac+5,Amendis,Non spécifié,Énergie,Non spécifié,Bac+2,Non spécifié,Modélisation,Non specifié,"Organisation, Travailler en équipe",https://www.dreamjob.ma/emploi/amendis-recrute-de-belles-opportunites-pour-profils-bac2-a-bac5/
"TGCC lance une vaste campagne d’embauche à Casablanca, Fès, Mohammédia et plus",Non spécifié,Casablanca,"Btp, Construction, Énergie",CDI,Bac+2,2 à 6 ans,"Autocad, CAO, DAO, Ms project, SOLIDWORKS",Anglais,Organisation,https://www.dreamjob.ma/emploi/tgcc-lance-une-vaste-campagne-dembauche-a-casablanca-fes-mohammedia-et-plus/
Offres d’emploi à Maghreb Steel: rejoignez la sidérurgie marocaine avec des postes clés,Non spécifié,Non spécifié,"Logistique, Métallurgie, Procédés",Non spécifié,Bac+2,4 à 6 ans,"5S, ERP, Kaizen, Lean",Anglais,"Innovation, Rigueur",https://www.dreamjob.ma/emploi/offres-demploi-a-maghreb-steel-rejoignez-la-siderurgie-marocaine-avec-des-postes-cles/
COVEC recrute 14 métiers du BTP à Casablanca: postulez vite,COVEC,Casablanca,"Btp, Construction, Logistique",Non spécifié,Bac+2,5 ans,"Autocad, Excel","Français, Anglais, Arabe","Communication, Organisation",https://www.dreamjob.ma/emploi/covec-recrute-14-metiers-du-btp-a-casablanca-postulez-vite/
"Rejoignez PHARMA 5: 4 postes à pourvoir en qualité, supply chain et industrie",Non spécifié,Non spécifié,"Chimie, Logistique, Pharmaceutique",Non spécifié,Bac+4,2 à 4 ans,"Kaizen, Lean",Non specifié,"Innovation, Leadership, Rigueur",https://www.dreamjob.ma/emploi/rejoignez-pharma-5-4-postes-a-pourvoir-en-qualite-supply-chain-et-industrie/
COFICAB lance une campagne de recrutement stratégique,Non spécifié,Non spécifié,Automobile,Non spécifié,Bac+2,1 à 3 ans,"APQP, SPC","Français, Anglais","Communication, Innovation",https://www.dreamjob.ma/emploi/coficab-lance-une-campagne-de-recrutement-strategique/
Hydro Advisor recrute Plusieurs Profils,Hydro Advisor,Non spécifié,Construction,Non spécifié,Bac+5,5 ans,Non spécifié,Non specifié,"Organisation, Rigueur, Travail en équipe",https://www.dreamjob.ma/emploi/hydro-advisor-recrute-plusieurs-profils/
SOMADIR recrute à Casablanca et El Jadida: plusieurs postes à pourvoir,SOMADIR,Casablanca,"Agroalimentaire, Logistique, Procédés",Non spécifié,Bac+2,3 ans,"ERP, Excel",Non specifié,Innovation,https://www.dreamjob.ma/emploi/somadir-recrute-a-casablanca-et-el-jadida-plusieurs-postes-a-pourvoir/
SNTRO recrute: des postes à pourvoir dès maintenant à Marrakech,SNTRO,Marrakech,"Btp, Construction",Non spécifié,Bac+2,2 ans,Non spécifié,Non specifié,"Autonomie, Communication, Innovation, Organisation, Rigueur",https://www.dreamjob.ma/emploi/sntro-recrute-en-urgence-des-postes-a-pourvoir-des-maintenant-a-marrakech/
Carrière dans le BTP: Jet Contractors lance une nouvelle vague de recrutements,Non spécifié,Non spécifié,"Btp, Construction, Énergie",Non spécifié,Bac+4,7 ans,GMAO,Non specifié,"Leadership, Organisation, Rigueur",https://www.dreamjob.ma/emploi/carriere-dans-le-btp-jet-contractors-lance-une-nouvelle-vague-de-recrutements/
Orhan Automotive lance une campagne de recrutement au Maroc,Non spécifié,Non spécifié,Automobile,Stage,Bac+2,2 ans,Non spécifié,"Français, Anglais","Communication, Innovation, Leadership, Organisation",https://www.dreamjob.ma/emploi/orhan-automotive-lance-une-campagne-de-recrutement-au-maroc/
Postulez maintenant chez ADM: 16 postes à pourvoir dans tout le Maroc,Non spécifié,Non spécifié,Logistique,Non spécifié,Bac+2,1 ans,Automatisme,Non specifié,Innovation,https://www.dreamjob.ma/emploi-public/postulez-maintenant-chez-adm-16-postes-a-pourvoir-dans-tout-le-maroc/
Sonasid recrute au Maroc: plus de 15 postes ouverts dans l’industrie sidérurgique,Sonasid,Non spécifié,"Btp, Logistique, Procédés",Non spécifié,Bac+3,5 à 10 ans,Automatisme,Non specifié,"Adaptabilité, Innovation, Rigueur",https://www.dreamjob.ma/emploi/sonasid-recrute-au-maroc-plus-de-15-postes-ouverts-dans-lindustrie-siderurgique/
Concours de Recrutement ONCF 2025 (14 Postes),Non spécifié,Non spécifié,"Construction, Ferroviaire, Logistique",Non spécifié,Bac+5,5 ans,"CAO, Modélisation, Ms project","Français, Anglais","Autonomie, Communication, Gestion de projet, Innovation, Leadership, Relationnel, Rigueur",https://www.dreamjob.ma/emploi-public/concours-de-recrutement-oncf-2025-14-postes/
ONDA recrute en 2025: 171 postes à pourvoir dans les aéroports du Maroc,ONDA,Non spécifié,"Aéronautique, Logistique",Non spécifié,Bac+2,3 ans,Non spécifié,Non specifié,Communication,https://www.dreamjob.ma/emploi-public/onda-recrute-en-2025-171-postes-a-pourvoir-dans-les-aeroports-du-maroc/
Poste à pourvoir: techniciens maintenance dans le secteur automobile chez Leoni,Non spécifié,Non spécifié,"Automobile, Aéronautique, Logistique, Énergie",Non spécifié,Bac+2,3 ans,Automatisme,"Français, Anglais","Autonome, Communication",https://www.dreamjob.ma/emploi/poste-a-pourvoir-techniciens-maintenance-dans-le-secteur-automobile-chez-leoni/
LPEE recrute 12 profils techniques dans plusieurs régions,LPEE,Casablanca,"Btp, Chimie, Construction",Non spécifié,Bac+2,2 à 3 ans,Non spécifié,Non specifié,Non spécifié,https://www.dreamjob.ma/emploi-public/lpee-recrute-12-profils-techniques-dans-plusieurs-regions/
Rejoignez Fujikura Morocco: offres d’emploi dans le secteur automobile à pourvoir,Non spécifié,Kénitra,"Automobile, Logistique",Non spécifié,Bac+2,3 à 5 ans,Automatisme,Non specifié,"Innovation, Organisation, Rigueur, Réactivité",https://www.dreamjob.ma/emploi/rejoignez-fujikura-morocco-offres-demploi-dans-le-secteur-automobile-a-pourvoir/
Atlas Multiservices recrute: devenez Gestionnaire RH ou Engineering Analyst,Atlas Multiservices,Non spécifié,Aéronautique,Non spécifié,Bac+3,3 ans,Non spécifié,Français,Rigueur,https://www.dreamjob.ma/emploi-public/atlas-multiservices-recrute-devenez-gestionnaire-rh-ou-engineering-analyst/
Offres d’emploi à Casablanca : Hikma cherche des profils seniors et juniors,Offres d’emploi à Casablanca : Hikma,Casablanca,Pharmaceutique,Non spécifié,Bac+5,10 ans,Non spécifié,"Français, Anglais, Arabe","Gestion de projet, Innovation, Leadership",https://www.dreamjob.ma/emploi/offres-demploi-a-casablanca-hikma-cherche-des-profils-seniors-et-juniors/
Opportunités d’emploi dans l’industrie pharmaceutique chez Bottu,Non spécifié,Non spécifié,"Chimie, Logistique, Pharmaceutique, Procédés",Non spécifié,Bac+2,3 ans,Automatisme,Anglais,"Innovation, Rigueur",https://www.dreamjob.ma/emploi/opportunites-demploi-dans-lindustrie-pharmaceutique-chez-bottu/
SNTRO recrute des Techniciens Maintenance et Suivi Engins GC à Marrakech,SNTRO,Marrakech,Construction,Non spécifié,Non spécifié,Non spécifié,Excel,Non specifié,"Communication, Organisation, Rigueur, Réactivité, Travail en équipe",https://www.dreamjob.ma/emploi/sntro-recrute-des-techniciens-maintenance-et-suivi-engins-gc-a-marrakech/
Intersig Maroc: recrutements en cours pour profils techniques et administratifs à Casablanca,Non spécifié,Casablanca,"Construction, Métallurgie",Stage,Bac+2,2 à 3 ans,"Excel, SAP",Non specifié,"Autonomie, Communication, Innovation, Leadership, Organisation, Relationnel, Rigueur, Réactivité, Résolution de problèmes",https://www.dreamjob.ma/emploi/intersig-maroc-recrutements-en-cours-pour-profils-techniques-et-administratifs-a-casablanca/
Compagnie Chérifienne de Chocolaterie recrute: 6 postes à pourvoir dans l’industrie,Compagnie Chérifienne de Chocolaterie,Non spécifié,"Agroalimentaire, Pharmaceutique, Procédés",Non spécifié,Bac+3,3 ans,Non spécifié,Non specifié,"Innovation, Organisation",https://www.dreamjob.ma/emploi/compagnie-cherifienne-de-chocolaterie-recrute-6-postes-a-pourvoir-dans-lindustrie/
Maersk recrute au Maroc: Découvrez les (7) postes disponibles,Maersk,Non spécifié,Logistique,Non spécifié,Non spécifié,10 ans,ERP,"Français, Anglais","Communication, Gestion de projet, Innovation, Leadership",https://www.dreamjob.ma/emploi/maersk-recrute-au-maroc-decouvrez-les-7-postes-disponibles/
"Postes en CDI chez SICDA: Responsable Production, Maintenance, Mécanicien et Électromécanicien",Non spécifié,Berrechid,Plasturgie,CDI,Bac+2,5 ans,Non spécifié,Non specifié,Non spécifié,https://www.dreamjob.ma/emploi/postes-en-cdi-chez-sicda-responsable-production-maintenance-mecanicien-et-electromecanicien/
32 Postes à Pourvoir sur Plusieurs Villes,Non spécifié,Mohammedia,"Automobile, Aéronautique, Logistique",CDI,Bac+2,1 ans,"Autocad, Modélisation","Français, Anglais, Arabe","Communication, Organisé, Proactivité",https://www.dreamjob.ma/emploi/32-postes-a-pourvoir-sur-plusieurs-villes/
ZINELEC Group recrute à Casablanca et Fès – Postulez dès maintenant,ZINELEC Group,Casablanca,Métallurgie,Non spécifié,Non spécifié,5 ans,Non spécifié,Non specifié,Organisation,https://www.dreamjob.ma/emploi/zinelec-group-recrute-a-casablanca-et-fes-postulez-des-maintenant/
"Offres d’emploi chez Bottu: RH, qualité, maintenance, production…",Non spécifié,Casablanca,"Agroalimentaire, Chimie, Pharmaceutique",Non spécifié,Bac+3,3 ans,Automatisme,Non specifié,"Communication, Organisation, Relationnel, Rigueur, Travailler en équipe",https://www.dreamjob.ma/emploi/offres-demploi-chez-bottu-rh-qualite-maintenance-production/
Envie de rejoindre un leader mondial des pneus? Sentury Tire Morocco recrute,Envie de rejoindre un leader mondial des pneus? Sentury Tire Morocco,Tanger,Logistique,Non spécifié,Bac+2,Non spécifié,ERP,Anglais,"Innovation, Travailler en équipe",https://www.dreamjob.ma/emploi/envie-de-rejoindre-un-leader-mondial-des-pneus-sentury-tire-morocco-recrute/
SOMADIR recrute: Plusieurs opportunités à Casablanca et El Jadida,SOMADIR,Casablanca,"Agroalimentaire, Procédés",Non spécifié,Bac+2,3 ans,Non spécifié,Non specifié,Initiative,https://www.dreamjob.ma/emploi/somadir-recrute-plusieurs-opportunites-a-casablanca-et-el-jadida/
Concours ONCF 2025: 16 postes clés ouverts dans divers domaines,Non spécifié,Non spécifié,"Ferroviaire, Énergie",Non spécifié,Bac+5,5 ans,Ms project,Non specifié,Communication,https://www.dreamjob.ma/emploi-public/concours-oncf-2025-16-postes-cles-ouverts-dans-divers-domaines/
SOFIMED recrute des Technico-Commerciaux Terrain,SOFIMED,Non spécifié,"Chimie, Construction, Procédés, Énergie",Non spécifié,Non spécifié,2 ans,SPC,Non specifié,"Autonomie, Innovation",https://www.dreamjob.ma/emploi/sofimed-recrute-des-technico-commerciaux-terrain/
SONARGES recrute 27 postes à Tanger et Rabat: Postulez avant le 5 février 2025,SONARGES,Tanger,Construction,Non spécifié,Bac+2,7 ans,Non spécifié,Non specifié,"Communication, Gestion de projet, Innovation, Organisation",https://www.dreamjob.ma/emploi-public/sonarges-recrute-27-postes-a-tanger-et-rabat-postulez-avant-le-5-fevrier-2025/
